day,date,crude,natgas,sugar_us,platinum,silver,gold,DJIA,NASDAQ,S&P500
Th,8/12/1993,14.75,1.573833333,0.0959,396,5.36,381.5,3425.12,658.45,439.23
We,8/11/1993,14.66,1.573833333,0.0986,398.5,5.27,384,3413.5,658.16,444.8
Tu,8/10/1993,14.31,1.573833333,0.097,393,5.18,374.1,3415.93,652.52,444.36
Mo,8/9/1993,14.36,1.573833333,0.0974,399.05,5.2,377.1,3398.37,645.87,442.8
Fr,8/6/1993,14.15,1.573833333,0.1025,397,5.15,376.1,3413.77,658.41,442.31
Th,8/5/1993,14.25,1.573833333,0.1055,387.4,5.12,376.7,3429.17,663.51,443.26
We,8/4/1993,14.35,1.573833333,0.1066,396.7,5.24,377.05,3439.44,664.04,444.52
Tu,8/3/1993,14.41,1.573833333,0.1075,398.5,5.27,375.9,3443.49,661.97,444.05
Mo,8/2/1993,14.5,1.573833333,0,403.5,5.22,376,3466.99,663.03,442.46
Fr,7/30/1993,14.47,1.573833333,0.1064,400,5.28,375.5,3478.61,666.78,440.19
Th,7/29/1993,14.63,1.573833333,0.1034,392.8,5.26,374,3455.92,670.32,438.89
We,7/28/1993,14.79,1.573833333,0.0995,393.5,5.33,371.5,3455.64,673.94,438.02
Tu,7/27/1993,15.01,1.573833333,0.0934,395.3,5.32,373.8,3444.03,673.83,438.01
Mo,7/26/1993,14.61,1.573833333,0.1001,393,5.33,373,3428.09,673.12,433.54
Fr,7/23/1993,14.53,1.573833333,0.0998,389,5.28,372.1,3396.48,666.33,437.03
Th,7/22/1993,14.38,1.573833333,0.1005,388.5,5.5,377.3,3397.02,668.88,439.46
We,7/21/1993,14.47,1.573833333,0.0999,387.7,5.47,378.2,3377.57,664.14,443.63
Tu,7/20/1993,14.36,1.573833333,0.0981,387,5.52,379.1,3379.19,670.71,445.1
Mo,7/19/1993,14.6,1.573833333,0.0967,391.5,5.56,378.6,3370.81,669.85,447.46
Fr,7/16/1993,13.86,1.573833333,0.1005,396.9,5.6,379.15,3439.44,686.64,448.94
Th,7/15/1993,14.28,1.573833333,0.1049,399,5.78,378.2,3435.11,690.13,448.4
We,7/14/1993,14.1,1.573833333,0.1052,400.5,5.79,384.8,3457.27,686.25,448.66
Tu,7/13/1993,14.71,1.573833333,0.108,399,5.64,384.2,3455.1,680.76,449.22
Mo,7/12/1993,14.68,1.573833333,0.109,394.75,5.66,385.4,3439.98,681.54,448.37
Fr,7/9/1993,14.55,1.573833333,0.1106,404,5.7,384.8,3461.32,681.01,
Th,7/8/1993,14.23,1.573833333,0.1112,407.4,5.81,387.2,3445.38,674.36,441.84
We,7/7/1993,14.63,1.573833333,0.1091,409.5,5.74,391,3461.86,675.04,442.73
Tu,7/6/1993,14.7,1.573833333,0.1113,406.75,5.65,391,3463.48,676.62,441.16
Mo,7/5/1993,14.49,1.573833333,0.1095,414.25,5.61,386.4,3471.58,682.72,442.29
Fr,7/2/1993,14.19,1.573833333,0.1096,423,5.44,386.2,3465.64,687.41,441.39
Th,7/1/1993,14.59,1.573833333,0.1046,423,5.42,388.3,3426.74,687.4,450.3
We,6/30/1993,15,1.573833333,0.1067,412,5.38,391.4,3442.95,695.47,451.67
Tu,6/29/1993,15.21,1.573833333,0.1075,409.5,5.39,391.7,3442.41,695.21,451.97
Mo,6/28/1993,15.05,1.573833333,0,410.25,5.47,387,3427.82,692.78,450.77
Fr,6/25/1993,14.98,1.573833333,0.1076,412.75,5.45,389.5,3457,694.28,447.78
Th,6/24/1993,14.99,1.573833333,0.1057,406.75,5.39,388.5,3478.34,692.87,450.88
We,6/23/1993,15.01,1.573833333,0.1112,402.75,5.39,387.3,3472.12,688.96,448.07
Tu,6/22/1993,15.02,1.573833333,0.1178,405.25,5.32,382.7,3469.42,687.23,448.76
Mo,6/21/1993,15.01,1.573833333,0.1161,402.25,5.23,385.3,3404.58,681.37,448.88
Fr,6/18/1993,15.12,1.573833333,0.1236,400.5,5.2,387.1,3398.91,680.73,450.18
Th,6/17/1993,15.15,1.573833333,0.1206,396.5,5.26,387.4,3404.04,683.92,451.89
We,6/16/1993,15.18,1.573833333,0.1196,401.75,5.26,385.5,3400.53,677.72,448.31
Tu,6/15/1993,15.07,1.573833333,0.1235,405,5.3,386.8,3355.41,669.51,451.37
Mo,6/14/1993,15.29,1.573833333,0.1297,403.55,5.32,379.5,3370.81,670.77,451.43
Fr,6/11/1993,15.29,1.573833333,0.1319,405.5,5.37,377,3365.14,667.07,449.83
Th,6/10/1993,15.59,1.573833333,0.1288,398.5,5.24,376.4,3356.5,662.46,453.72
We,6/9/1993,15.84,1.573833333,0.125,394.75,5.19,377.2,3323.27,651.4,456.33
Tu,6/8/1993,15.99,1.573833333,0.1247,393.5,5.24,377.85,3342.99,652.42,454.4
Mo,6/7/1993,15.82,1.573833333,0.1217,392,5.23,378.1,3322.18,663.61,454.71
Fr,6/4/1993,16.1,1.573833333,0.1228,394.45,5.19,378.75,3302.19,662.45,446.11
Th,6/3/1993,15.84,1.573833333,0.1229,391.95,5.19,381.75,3312.19,659.43,447.34
We,6/2/1993,16.04,1.573833333,0.1226,391.25,5.24,379.3,3309.49,665.39,449.26
Tu,6/1/1993,16.19,1.573833333,0.1214,392.5,5.28,377.45,3392.43,690.54,447.9
Fr,5/28/1993,16.06,1.573833333,0.123,396,5.27,378.75,3422.69,695.88,442.01
Th,5/27/1993,16.02,1.573833333,0.1233,392.4,5.36,378.9,3412.42,695.02,443.38
We,5/26/1993,15.87,1.573833333,0.125,391.8,5,380.45,3414.58,692.21,442.34
Tu,5/25/1993,15.81,1.573833333,0.124,390.5,5.33,380.3,3437.54,698.44,440.87
Mo,5/24/1993,15.64,1.573833333,0.1265,396,5.35,383.5,3442.14,700.98,434.8
Fr,5/21/1993,15.78,1.573833333,0.1245,398.75,5.28,383.8,3416.74,708.85,435.24
Th,5/20/1993,15.76,1.573833333,0.12,399.5,5.21,384.2,3373.79,708.67,434.22
We,5/19/1993,15.7,1.573833333,0.1176,401.8,5.44,384.25,3328.67,705.12,431.9
Tu,5/18/1993,15.86,1.573833333,0.1118,401.25,5.44,381.8,3332.18,701.77,433.3
Mo,5/17/1993,16.01,1.573833333,0.1095,403.5,5.31,382.75,3310.03,696.34,433.91
Fr,5/14/1993,16.09,1.573833333,0.1089,396.5,5.31,384.2,3306.25,694.67,
Th,5/13/1993,16.15,1.573833333,0.107,391,5.15,380.75,3291.39,697.9,444.58
We,5/12/1993,16.02,1.573833333,0.1041,392.8,5.03,379.6,3298.95,707.16,447.66
Tu,5/11/1993,16.2,1.573833333,0.104,392.7,4.99,386.5,3292.2,706.95,446.23
Mo,5/10/1993,16.15,1.573833333,0.1085,391,5.15,387.3,3256.81,701.63,445.33
Fr,5/7/1993,16.27,1.573833333,0.1073,391.2,5.11,384.9,3253.02,700.77,447.85
Th,5/6/1993,16.45,1.573833333,0,397.5,5.14,384.5,3241.95,697.44,448.93
We,5/5/1993,16.51,1.573833333,0.1103,397.9,5.12,381.9,3255.99,696.81,449.56
Tu,5/4/1993,16.44,1.573833333,0.1089,394.5,5.28,377.3,3274.91,698.13,447.2
Mo,5/3/1993,16.63,1.573833333,0.1147,393,5.35,377,3271.12,697.15,442.56
Fr,4/30/1993,16.63,1.573833333,0.1206,387,5.34,384.5,3267.88,695.7,442.52
Th,4/29/1993,16.63,1.573833333,0.1224,380.7,5.33,381.9,3263.56,686.78,438.78
We,4/28/1993,16.36,1.573833333,0.1203,380,5.24,381.6,3264.64,679.45,438.66
Tu,4/27/1993,16.09,1.573833333,0.1212,387.2,5.2,382,3262.75,682.4,438.11
Mo,4/26/1993,16.41,1.573833333,0.1189,381.5,5.1,387.8,3251.67,677.21,439.95
Fr,4/23/1993,16.44,1.573833333,0.1203,381,5.14,392.6,3268.96,678.21,440.01
Th,4/22/1993,16.51,1.573833333,0.1185,380,5.04,393.3,3305.16,681.85,436.11
We,4/21/1993,16.42,1.573833333,0.1172,388.2,5.01,391.7,3307.87,674.34,435.49
Tu,4/20/1993,16.36,1.573833333,0.1168,394.6,5.12,390,3309.22,671.8,433.37
Mo,4/19/1993,16.28,1.573833333,0.1178,396.5,5.09,390,3301.11,676.95,435.13
Fr,4/16/1993,16.36,1.573833333,0.1222,395,5.24,386.4,3321.1,671.85,436.84
Th,4/15/1993,16.4,1.573833333,0.1218,390.7,5.24,388.5,3310.84,669.01,437.15
We,4/14/1993,16.4,1.573833333,0.1145,389.6,5.12,384.6,3333.26,666.25,435.94
Tu,4/13/1993,16.46,1.573833333,0.1111,387.6,5.11,387.1,3326.24,665.7,433.03
Mo,4/12/1993,16.34,1.573833333,0.11,389.5,5.13,388.9,3313.54,662.96,431.04
Th,4/8/1993,16.34,1.573833333,0.115,386.5,5.1,391.2,3321.1,660.84,430.95
We,4/7/1993,16.45,1.573833333,0.1055,388,5.12,393.85,3312.46,662.46,429.05
Tu,4/6/1993,16.29,1.573833333,0.1021,390,5.04,394,3313.27,661.29,430.73
Mo,4/5/1993,16.8,1.573833333,0.1015,395.5,5.07,390.7,3269.23,658.46,434.52
Fr,4/2/1993,16.62,1.573833333,0.0988,401,5.07,390.9,3255.18,649.63,434.34
Th,4/1/1993,16.48,1.573833333,0.1001,399,5.09,390.4,3284.36,650.75,435.38
We,3/31/1993,16.34,1.573833333,0.1009,394,5.12,387.45,3292.2,654.73,435.71
Tu,3/30/1993,16.11,1.573833333,0.102,396,5.04,388.1,3304.08,655.79,438.82
Mo,3/29/1993,16.29,1.573833333,0.1018,392.5,5.04,386.85,3312.19,658.93,437.98
Fr,3/26/1993,16.19,1.573833333,0.1012,388.3,5.12,386.3,3323.81,663.92,439.15
Th,3/25/1993,16.27,1.573833333,0.1023,388,5.12,386.4,3322.18,667.12,439.77
We,3/24/1993,16.19,1.573833333,0.097,385.75,5.16,387.7,3307.33,666.53,439.03
Tu,3/23/1993,16.07,1.573833333,0.0955,386.5,5.05,389.5,3288.68,661.6,440.31
Mo,3/22/1993,15.85,1.573833333,0.0954,386,5.08,387.6,3276.53,656.36,440.7
Fr,3/19/1993,16.21,1.573833333,0.0938,390,5,386.1,3286.25,652.91,441.28
Th,3/18/1993,16.43,1.573833333,0.0934,391.1,4.93,387.5,3294.36,653.95,435.43
We,3/17/1993,16.3,1.573833333,0.09,388.8,4.85,387.1,3305.16,652.73,431.52
Tu,3/16/1993,16.26,1.573833333,0.0905,389,4.82,386.85,3282.2,649.49,432.57
Mo,3/15/1993,16.27,1.573833333,0.0933,384.75,4.64,383.7,3266.26,648.33,432.84
Fr,3/12/1993,16.61,1.573833333,0.0896,388.2,4.62,382.75,3248.7,645.94,433.73
Th,3/11/1993,16.31,1.573833333,0,388.3,4.46,384,3223.04,638.65,434.64
We,3/10/1993,16.78,1.573833333,0.0848,382,4.48,377.7,3227.36,642.6,435.65
Tu,3/9/1993,16.69,1.573833333,0.0847,381.5,4.73,376.4,3209.53,638.57,436.99
Mo,3/8/1993,16.67,1.573833333,0.0857,383.8,4.72,376.85,3207.37,634.86,435.31
Fr,3/5/1993,17.09,1.573833333,0.0815,378.5,4.67,374.15,3193.32,627.07,432.06
Th,3/4/1993,17.2,1.573833333,0.0805,377.7,4.71,376.3,3205.74,634.01,429.91
We,3/3/1993,16.71,1.573833333,0.081,375.6,4.77,370.7,3233.03,637.16,429.89
Tu,3/2/1993,16.63,1.573833333,0.0822,376.05,4.76,370.35,3239.79,634.37,430.78
Mo,3/1/1993,16.68,1.573833333,0.0814,374,4.68,377.25,3240.33,634.92,431.35
Fr,2/26/1993,16.7,1.573833333,0.0804,368,4.63,377.85,3225.47,627.76,430.16
Th,2/25/1993,16.7,1.573833333,0.0825,366.2,4.58,376.25,3240.87,622.05,
We,2/24/1993,16.73,1.573833333,0.083,375.5,4.57,377.85,3240.06,616.82,429.19
Tu,2/23/1993,16.67,1.573833333,0.0847,374.5,4.65,379.2,3243.84,614.08,427.59
Mo,2/22/1993,16.36,1.573833333,0.0861,375.8,4.6,377.9,3223.04,605.52,425.12
Fr,2/19/1993,16.06,1.573833333,0.0862,374.5,4.6,376.2,3252.48,604.58,426.65
Th,2/18/1993,15.75,1.573833333,0.0847,380.9,4.55,376.7,3262.21,607.57,423.61
We,2/17/1993,15.48,1.573833333,0.0845,380,4.51,374.6,3226.28,605.17,422.85
Tu,2/16/1993,15.88,1.573833333,0.085,378.5,4.52,375.5,3246.27,605.82,419.27
Mo,2/15/1993,15.69,1.573833333,0.0854,378.8,4.4,373.5,3251.4,601.39,420.68
Fr,2/12/1993,15.94,1.573833333,0.0845,378.75,4.34,376.5,3235.73,596.95,422.43
Th,2/11/1993,16.23,1.573833333,0.0841,379.85,4.2,377.15,3244.11,598.92,422.87
We,2/10/1993,16.15,1.573833333,0.0857,377.7,4.25,376.5,3207.64,597.3,422.2
Tu,2/9/1993,16.12,1.573833333,0.0859,379.5,4.48,375.35,3200.88,597.12,418.62
Mo,2/8/1993,16.08,1.573833333,0.0846,379.5,4.42,377.2,3187.1,597.15,418.59
Fr,2/5/1993,16.33,1.573833333,0.0852,379,4.3875,372.25,3186.02,592.7,417.58
Th,2/4/1993,16.24,1.573833333,0.0864,378,4.3925,368.25,3188.45,590.67,418.34
We,2/3/1993,15.89,1.573833333,0.086,380.5,4.4325,363.2,3174.41,582.61,417.11
Tu,2/2/1993,15.93,1.573833333,0.0816,376,4.436,369.25,3174.68,578.64,419.92
Mo,2/1/1993,16.29,1.573833333,0.0817,373.5,4.5115,369.5,3195.48,576.22,422.75
Fr,1/29/1993,16.12,1.573833333,0.0809,369.5,4.4925,369.6,3201.42,576.44,418.68
Th,1/28/1993,16.19,1.573833333,0.0829,367.2,4.4535,369.75,3174.41,573.84,420.86
We,1/27/1993,15.63,1.573833333,0.0841,372,4.355,368.75,3136.58,570.52,420.13
Tu,1/26/1993,15.62,1.573833333,0.0839,372.88,4.4338,369.8,3176.03,573.88,418.49
Mo,1/25/1993,15.63,1.573833333,0.0838,372.75,4.4475,368.5,3152.25,569.2,418.16
Fr,1/22/1993,14.89,1.573833333,0.0821,372.75,4.2865,370.1,3178.19,570.55,414.1
Th,1/21/1993,14.95,1.573833333,0,372.75,4.3775,372.6,3179,565.21,414.9
We,1/20/1993,14.47,1.573833333,0.0821,373.75,4.365,369,3200.61,571.63,415.67
Tu,1/19/1993,14.76,1.573833333,0.0819,373.75,4.33,368.51,3254.37,578.33,415.48
Mo,1/18/1993,15.13,1.573833333,0.0819,367.38,4.1525,365.05,3271.66,583.27,414.98
Fr,1/15/1993,15.13,1.573833333,0.0812,367.38,4.05,365.5,3266.8,577.63,411.73
Th,1/14/1993,15.01,1.573833333,0.083,367.38,4.0875,367,3276.26,575.34,409.6
We,1/13/1993,14.87,1.573833333,0.0832,370.75,4.0575,367,3250.32,577.2,409.37
Tu,1/12/1993,14.79,1.573833333,0.0819,370.75,4.03,360.7,3287.87,585.93,409.3
Mo,1/11/1993,15.05,1.573833333,0.0818,362,4.0625,358.95,3278.69,582.96,407.44
Fr,1/8/1993,15.2,1.573833333,0.0827,362,4.045,358.1,3280.85,583,402.66
Th,1/7/1993,15.28,1.573833333,0.083,362,4.1075,355.8,3320.83,588.58,407.75
We,1/6/1993,15.45,1.573833333,0.0826,358.5,4.142,353.3,3327.05,589.12,404.25
Tu,1/5/1993,15.68,1.573833333,0.0826,358.5,4.039,353.05,3315.7,587.82,407.18
Mo,1/4/1993,15.4,1.573833333,0.0825,359.25,4.0735,355.5,3319.21,585.89,407.57
Fr,1/1/1993,16.02,1.573833333,0.0829,359.25,4.1075,355.4,3327.32,587.86,410.47
Th,12/31/1992,16.02,1.573833333,0.0837,359.25,4.111,352.5,3376.22,594.21,416.29
We,12/30/1992,16.44,1.573833333,0.0854,360.75,4.0975,356,3305.7,583.01,417.8
Tu,12/29/1992,16.03,1.573833333,0.0852,360.75,4.057,354.5,3305.16,581.24,416.8
Mo,12/28/1992,16.37,1.573833333,0.0848,363,4.0375,358.3,3271.39,574.89,416.62
Th,12/24/1992,16.37,1.573833333,0.0841,363,3.9235,358.3,3260.59,571.17,414.35
We,12/23/1992,16.37,1.573833333,0,363,4.064,354.5,3281.93,573.44,418.47
Tu,12/22/1992,16.41,1.573833333,0.0843,363.25,4.2775,364.3,3292.2,574.88,417.44
Mo,12/21/1992,16.49,1.573833333,0.0841,363.25,4.2425,354.5,3290.31,571.25,417.14
Fr,12/18/1992,16.39,1.573833333,0.0834,360,4.255,351.05,3266.26,565.61,422.14
Th,12/17/1992,16.55,1.573833333,0.0862,360,4.5025,352.9,3257.35,563.12,422.93
We,12/16/1992,16.03,1.573833333,0.0866,360,4.525,348.75,3267.61,563.56,419.93
Tu,12/15/1992,15.82,1.573833333,0.0868,353,4.555,345.2,3254.64,563.27,419.92
Mo,12/14/1992,16.03,1.573833333,0.0873,353,4.72,347.7,3246.81,558.8,419.77
Fr,12/11/1992,16.23,1.573833333,0.0864,360.88,4.8325,350,3232.22,554.22,425.27
Th,12/10/1992,16.27,1.573833333,0.0873,360.88,4.8425,354.25,3228.17,555.39,419.58
We,12/9/1992,15.84,1.573833333,0.0873,360.88,4.6875,351.5,3254.1,563.7,419.95
Tu,12/8/1992,15.93,1.573833333,0.0871,358.75,4.725,350.95,3304.89,567.86,416.36
Mo,12/7/1992,16.24,1.573833333,0.0874,358.75,4.7475,364.65,3307.06,567.61,414.44
Fr,12/4/1992,15.99,1.573833333,0.0884,373,4.764,365.35,3329.48,570.87,
Th,12/3/1992,16.19,1.573833333,0.0879,373,4.7825,364.25,3324.89,572.47,417.08
We,12/2/1992,16.36,1.573833333,0.0869,373,4.6575,370.5,3328.94,573.18,417.98
Tu,12/1/1992,16.51,1.573833333,0.0882,384.38,4.725,372.1,3313.27,570.99,417.98
Mo,11/30/1992,16.88,1.573833333,0.0894,384.38,4.6925,372.8,3320.83,570.85,416.07
Fr,11/27/1992,17.04,1.573833333,0.0897,387.25,4.735,369,3331.1,571.6,414.03
Th,11/26/1992,17.27,1.573833333,0.0877,387.25,4.772,369,3337.58,573.14,414.84
We,11/25/1992,17.27,1.573833333,0.0875,387.25,4.5925,371.75,3332.18,573.74,413.53
Tu,11/24/1992,17.05,1.573833333,0.0881,387.25,4.686,372,3340.56,574.02,413.51
Mo,11/23/1992,16.76,1.573833333,0.0864,387.25,4.705,374.4,3365.14,576.87,411.61
Fr,11/20/1992,17.42,1.573833333,0.0864,385,4.796,373.7,3384.32,581.32,410.72
Th,11/19/1992,17.31,1.573833333,0.0871,385,4.675,373,3395.4,582.36,414.85
We,11/18/1992,16.99,1.573833333,0.0886,385,4.82,374.2,3393.78,580.83,418.26
Tu,11/17/1992,17.07,1.573833333,0.0893,387.88,5.17,372.2,3391.89,578.8,418.18
Mo,11/16/1992,16.96,1.573833333,0.0891,387.88,5.29,374.4,3379.19,577.49,421.34
Fr,11/13/1992,17.49,1.573833333,0.0883,386.5,5.3765,369.9,3334.07,571.63,420.74
Th,11/12/1992,17.5,1.573833333,0.0887,386.5,5.42,367.95,3282.2,564.73,419.91
We,11/11/1992,17.43,1.573833333,0.0898,386.5,5.3,377,3285.71,565.61,417.73
Tu,11/10/1992,17.45,1.573833333,0.0902,393,5.145,381,3290.04,565.24,417.78
Mo,11/9/1992,17.18,1.573833333,0.0877,393,5.065,383.75,3277.61,563.88,418.9
Fr,11/6/1992,17.17,1.573833333,0.087,392.38,5.105,376,3308.41,568.63,419.42
Th,11/5/1992,17.25,1.573833333,0.0866,392.38,4.9665,376.8,3303,564.28,418.88
We,11/4/1992,16.97,1.573833333,0.0867,392.38,5.0275,402.4,3331.64,570.52,420.59
Tu,11/3/1992,17.42,1.573833333,0.0863,419.75,4.9375,403.2,3361.63,576.19,422.19
Mo,11/2/1992,17.48,1.573833333,0.0856,419.75,5.05,404,3345.42,575.47,424.36
Fr,10/30/1992,17.2,1.573833333,0.0869,413.25,5.045,407.3,3358.39,575.21,425.09
Th,10/29/1992,17.3,1.573833333,0.0888,413.25,5.0685,394.6,3337.31,570.22,424.21
We,10/28/1992,17.59,1.573833333,0.088,413.25,5.045,393.5,3330.56,567.8,423.92
Tu,10/27/1992,17.62,1.573833333,0.0829,406,4.925,394,3324.08,564.75,422.23
Mo,10/26/1992,17.72,1.573833333,0.0849,406,5.095,393.3,3293.28,557.57,417.52
Fr,10/23/1992,17.71,1.573833333,0.0868,403.75,4.9775,390.5,3295.17,557.41,411.54
Th,10/22/1992,17.75,1.573833333,0.0875,403.75,5.065,390.65,3339.2,563.17,411.6
We,10/21/1992,18.23,1.573833333,0.088,403.75,4.99,391.2,3330.29,563.35,412.08
Tu,10/20/1992,18.53,1.573833333,0.0873,405.25,5.115,392,3354.1,568.99,410.93
Mo,10/19/1992,18.6,1.573833333,0.0868,405.25,5.1675,395,3318.52,563.6,413.76
Fr,10/16/1992,18.65,1.573833333,0.0869,406.75,5.07,393.85,3319.86,558.8,413.75
Th,10/15/1992,18.64,1.573833333,0.091,406.75,4.885,394.25,3282.41,547.84,415.62
We,10/14/1992,18.49,1.573833333,0.0909,406.75,4.835,391,3284.01,548.2,417.54
Tu,10/13/1992,18.55,1.573833333,0.0923,406.75,4.5475,394.1,3290.7,551.39,417.1
Mo,10/12/1992,18.63,1.573833333,0.0945,406.75,4.475,394.1,3285.62,553.36,417.68
Fr,10/9/1992,18.7,1.573833333,0.0948,404.25,4.55,391.9,3280.8,549.73,414.87
Th,10/8/1992,18.38,1.573833333,0.096,404.25,4.505,394.9,3285.35,554.2,414.62
We,10/7/1992,18.25,1.573833333,0.0964,404.25,4.4025,397.35,3274.12,549.17,414.23
Tu,10/6/1992,18.13,1.573833333,0.0931,407,4.43,392.4,3287.76,553.24,410.28
Mo,10/5/1992,18.14,1.573833333,0.0919,407,4.266,388,3329.49,564.07,409.16
Fr,10/2/1992,18.33,1.573833333,0.0913,394.5,4.2965,388,3354.9,569.01,413.84
Th,10/1/1992,18.36,1.573833333,0.09,394.5,4.29,387.1,3354.36,569.52,
We,9/30/1992,18.33,1.573833333,0.09,394.5,4.3425,378.1,3351.51,567.68,411.77
Tu,9/29/1992,18.45,1.573833333,0.0895,384.5,4.326,376.75,3343.22,569.71,412.88
Mo,9/28/1992,18.51,1.573833333,0.0923,384.5,4.318,375.3,3369.92,573.8,408.14
Fr,9/25/1992,18.43,1.573833333,0.0915,381.13,4.225,376.7,3404.13,582.01,408.94
Th,9/24/1992,18.58,1.573833333,0.092,381.13,4.31,375.2,3398.69,585.43,403.45
We,9/23/1992,18.72,1.573833333,0.0893,381.13,4.31,374.35,3399.73,588.26,403.12
Tu,9/22/1992,18.5,1.573833333,0.0905,373.88,4.305,368.95,3406.99,589.93,403.83
Mo,9/21/1992,18.31,1.573833333,0.0899,373.88,4.3675,370.35,3396.1,589.18,404.04
Fr,9/18/1992,18.34,1.573833333,0.0881,355.75,4.3925,371.95,3413.21,588.37,403.4
Th,9/17/1992,18.45,1.573833333,0.0909,355.75,4.355,371.2,3396.88,585.31,403.67
We,9/16/1992,18.58,1.573833333,0.0919,355.75,4.5,370.4,3398.43,580.49,400.96
Tu,9/15/1992,18.56,1.573833333,0.0941,380,4.385,370,3370.44,577.35,402.26
Mo,9/14/1992,18.62,1.573833333,0.0953,380,4.365,365,3364.21,575.65,408.32
Fr,9/11/1992,18.31,1.573833333,0.0946,386.25,4.615,366.45,3386.77,580.3,410.29
Th,9/10/1992,18.35,1.573833333,0.0939,386.25,4.7135,371,3378.71,579.1,409.76
We,9/9/1992,18.3,1.573833333,0.0986,386.25,4.591,373,3393.84,580.29,409.05
Tu,9/8/1992,18.25,1.573833333,0.0983,385.13,4.555,376,3397.99,578.05,407.25
Mo,9/7/1992,18.23,1.573833333,0.0966,385.13,4.5215,375.5,3376.03,576.53,410.06
Fr,9/4/1992,18.07,1.573833333,0.096,391.5,4.7225,378.5,3353.09,574.43,413.36
Th,9/3/1992,17.99,1.573833333,0.0962,391.5,4.5225,376,3368.88,576.46,413.48
We,9/2/1992,18.05,1.573833333,0.0959,391.5,4.513,371.5,3391.98,582.38,413.26
Tu,9/1/1992,18.03,1.573833333,0.0944,389.75,4.744,376.5,3385.12,583.96,414.59
Mo,8/31/1992,17.91,1.573833333,0.0956,389.75,4.403,374.75,3397.58,587.13,413.5
Fr,8/28/1992,17.86,1.573833333,0.0951,388.75,4.4615,383,3369.41,585.76,417.3
Th,8/27/1992,17.78,1.573833333,0.0948,388.75,4.354,378.5,3363.37,587.16,415.35
We,8/26/1992,17.77,1.573833333,0.0939,388.75,4.5,376.5,3369.41,589.36,416.74
Tu,8/25/1992,17.75,1.573833333,0.1006,388.75,4.2325,378.5,3359.35,588.07,412.17
Mo,8/24/1992,18.02,1.573833333,0.1003,388.75,4.244,378.5,3378.13,583.54,411.41
Fr,8/21/1992,17.58,1.573833333,0.0992,387.5,4.2775,375,3336.09,578.14,414.02
Th,8/20/1992,17.8,1.573833333,0.0991,387.5,4.3625,373.8,3359.12,578.68,412.6
We,8/19/1992,17.84,1.573833333,0.1002,387.5,4.303,383.5,3333.18,569.94,415.39
Tu,8/18/1992,17.88,1.573833333,0.0997,392.5,4.252,370.5,3307.92,560.33,416.37
Mo,8/17/1992,17.89,1.573833333,0.0999,392.5,4.274,370.8,3304.56,566.94,412.81
Fr,8/14/1992,17.84,1.573833333,0.1028,387.13,4.2985,370,3324.46,572.89,410.09
Th,8/13/1992,17.88,1.573833333,0.1006,387.13,4.36,371,3348.61,576.05,413.14
We,8/12/1992,17.67,1.573833333,0.0965,387.13,4.045,358,3338.77,578.23,416.45
Tu,8/11/1992,17.39,1.573833333,0.0962,381,4.1025,357,3343.25,575.05,416.29
Mo,8/10/1992,17.49,1.573833333,0.0955,381,4.0185,358,3336.31,577.2,418.49
Fr,8/7/1992,17.68,1.573833333,0.0941,386.5,3.9325,359,3366.5,591.81,416.05
Th,8/6/1992,17.77,1.573833333,0.093,386.5,3.8775,357,3353.76,600.03,415.85
We,8/5/1992,17.61,1.573833333,0.0952,386.5,3.9115,356.5,3306.13,594.81,416.79
Tu,8/4/1992,17.83,1.573833333,0.0947,375,3.9525,356.5,3269.9,588.15,416.84
Mo,8/3/1992,18.06,1.573833333,0.0933,375,3.975,359,3255.37,584.24,416.91
Fr,7/31/1992,18.32,1.573833333,0.093,388.25,3.87,356,3224.96,586.75,412.53
Th,7/30/1992,18.21,1.573833333,0.093,388.25,3.9325,356.5,3181.35,573.68,414.95
We,7/29/1992,18.41,1.573833333,0.1055,388.25,3.9015,353,3213.55,581.61,412.02
Tu,7/28/1992,18.57,1.573833333,0.1098,375.5,3.8725,352.5,3275.49,596.29,409.11
Mo,7/27/1992,18.78,1.573833333,0.1099,375.5,3.8775,351,3249.11,590.01,408.45
Fr,7/24/1992,18.77,1.573833333,0.1097,369.88,3.7915,346,3234.12,593.82,409.02
Th,7/23/1992,18.67,1.573833333,0.1091,369.88,3.875,341,3249.33,602.09,411.6
We,7/22/1992,18.57,1.573833333,0.1096,369.88,3.8575,340.5,3235.47,603.77,409.81
Tu,7/21/1992,18.32,1.573833333,0.1094,370,3.9715,342,3235.24,602.07,410.26
Mo,7/20/1992,18.64,1.573833333,0.1076,370,3.8575,342,3231.44,604.67,410.16
Fr,7/17/1992,18.35,1.573833333,0.1081,366.5,3.89,340,3267.67,615.4,416.05
Th,7/16/1992,18.64,1.573833333,0.1105,366.5,3.7775,340.5,3259.39,619.48,416.28
We,7/15/1992,18.71,1.573833333,0.1053,366.5,3.704,341.5,3260.96,618.68,412.39
Tu,7/14/1992,17.77,1.573833333,0.1051,363,3.7175,338.5,3272.14,621.83,406.08
Mo,7/13/1992,18.05,1.573833333,0.1027,363,3.6825,338.5,3276.39,624.28,404.29
Fr,7/10/1992,18.24,1.573833333,0.101,361,3.654,338.5,3261.4,625.96,400.64
